"","耕種農業","畜産","農業サービス","林業","漁業","石炭･原油･天然ガス","その他の鉱業","食料品","飲料","飼料･有機質肥料(別掲を除く。)","たばこ","繊維工業製品","衣服･その他の繊維既製品","木材･木製品","家具･装備品","パルプ･紙･板紙･加工紙","紙加工品","印刷･製版･製本","化学肥料","無機化学工業製品","石油化学系基礎製品","有機化学工業製品(石油化学系基礎製品･合成樹脂を除く。)","合成樹脂","化学繊維","医薬品","化学最終製品(医薬品を除く。)","石油製品","石炭製品","プラスチック製品","ゴム製品","なめし革･革製品･毛皮","ガラス･ガラス製品","セメント･セメント製品","陶磁器","その他の窯業･土石製品","銑鉄･粗鋼","鋼材","鋳鍛造品(鉄)","その他の鉄鋼製品","非鉄金属製錬･精製","非鉄金属加工製品","建設用･建築用金属製品","その他の金属製品","はん用機械","生産用機械","業務用機械","電子デバイス","その他の電子部品","産業用電気機器","民生用電気機器","電子応用装置･電気計測器","その他の電気機械","通信･映像･音響機器","電子計算機･同附属装置","乗用車","その他の自動車","自動車部品･同附属品","船舶･同修理","その他の輸送機械･同修理","その他の製造工業製品","再生資源回収･加工処理","建築","建設補修","公共事業","その他の土木建設","電力","ガス･熱供給","水道","廃棄物処理","商業","金融･保険","不動産仲介及び賃貸","住宅賃貸料","住宅賃貸料(帰属家賃)","鉄道輸送","道路輸送(自家輸送を除く。)","自家輸送","水運","航空輸送","貨物利用運送","倉庫","運輸附帯サービス","郵便･信書便","通信","放送","情報サービス","インターネット附随サービス","映像･音声･文字情報制作","公務","教育","研究","医療","保健衛生","社会保険･社会福祉","介護","他に分類されない会員制団体","物品賃貸サービス","広告","自動車整備･機械修理","その他の対事業所サービス","宿泊業","飲食サービス","洗濯･理容･美容･浴場業","娯楽サービス","その他の対個人サービス","事務用品","分類不明"
"たばこ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"繊維工業製品",0.001023,0.000562,0.000887,0.001807,0.011608,0.000489,0.000554,0.001012,0.000664,0.000607,0.000213,1.15333,0.181992,0.000848,0.007905,0.00237,0.008149,0.000883,0.001406,0.000312,0.000076,0.000234,0.000219,0.007867,0.000469,0.000528,0.000029,0.000119,0.000907,0.014496,0.02067,0.002008,0.000335,0.00075,0.001982,0.000174,0.000201,0.000308,0.000242,0.00017,0.000722,0.000472,0.000526,0.000441,0.000921,0.000699,0.001867,0.000731,0.000569,0.002418,0.000492,0.000891,0.000826,0.000573,0.001707,0.001155,0.001374,0.002614,0.000744,0.003457,0.000471,0.000867,0.00263,0.000467,0.000401,0.00017,0.0002,0.00051,0.000474,0.000664,0.000331,0.000142,0.000119,0.000055,0.000629,0.000278,0.000637,0.002088,0.000576,0.000698,0.000553,0.00094,0.000277,0.000309,0.000505,0.000618,0.000483,0.000753,0.000465,0.00016,0.000437,0.000423,0.002301,0.000711,0.000512,0.001926,0.000572,0.00047,0.00096,0.000552,0.001386,0.000533,0.000684,0.00208,0.000825,0.015936,0.000416
"衣服･その他の繊維既製品",0.002222,0.000946,0.001825,0.000234,0.002291,0.001531,0.001537,0.001086,0.000582,0.000951,0.000158,0.001114,1.004624,0.000822,0.001024,0.001032,0.000903,0.000462,0.001934,0.00058,0.000107,0.000435,0.000383,0.000545,0.000613,0.000649,0.000044,0.000199,0.000423,0.001023,0.00082,0.00155,0.000588,0.001724,0.000925,0.000248,0.000364,0.000635,0.000504,0.000298,0.000475,0.000636,0.000576,0.000669,0.000566,0.000676,0.001101,0.001528,0.00103,0.001726,0.000699,0.000692,0.000984,0.000761,0.001125,0.000674,0.000575,0.000703,0.000446,0.001902,0.000856,0.001422,0.000939,0.000738,0.000808,0.000218,0.000288,0.00063,0.000781,0.001392,0.000689,0.000208,0.000142,0.000065,0.00056,0.000495,0.000789,0.000856,0.000968,0.000277,0.000546,0.000763,0.000651,0.000409,0.000725,0.000588,0.000797,0.000985,0.001188,0.000159,0.000622,0.00096,0.001585,0.001956,0.001086,0.007966,0.001336,0.000679,0.000715,0.000753,0.003282,0.000748,0.002002,0.001473,0.001695,0.001835,0.000635
"木材･木製品",0.001268,0.004802,0.001256,0.005286,0.002039,0.001089,0.001246,0.00193,0.001466,0.004066,0.000543,0.001022,0.001458,1.133445,0.084777,0.073956,0.020557,0.00972,0.000869,0.000981,0.000179,0.000662,0.000614,0.002482,0.001213,0.001624,0.000065,0.00021,0.001108,0.000835,0.002117,0.006695,0.000727,0.02025,0.002931,0.000488,0.000607,0.001046,0.000577,0.000403,0.002139,0.001686,0.001171,0.000739,0.000701,0.002023,0.000967,0.002083,0.001309,0.001269,0.000814,0.001345,0.001143,0.00098,0.000901,0.00118,0.001013,0.003609,0.001453,0.024703,0.000496,0.049495,0.013924,0.00189,0.00393,0.002379,0.000618,0.001139,0.000703,0.001213,0.000826,0.000351,0.000407,0.000222,0.000899,0.000467,0.00148,0.000844,0.002272,0.000766,0.001435,0.007397,0.000406,0.000862,0.001938,0.001234,0.001364,0.00601,0.000618,0.000678,0.00149,0.0006,0.001087,0.00126,0.000789,0.002089,0.000578,0.002356,0.000695,0.000822,0.001582,0.00178,0.000897,0.001455,0.001298,0.01672,0.000703
"家具･装備品",0.000511,0.000551,0.000517,0.000363,0.000944,0.003146,0.001704,0.000871,0.000918,0.000648,0.00033,0.001238,0.001155,0.000669,1.020157,0.001707,0.001428,0.000956,0.001408,0.001463,0.000269,0.001093,0.000917,0.001235,0.001818,0.001164,0.000092,0.000327,0.001379,0.001456,0.000631,0.000848,0.001104,0.004098,0.001562,0.000592,0.000706,0.001332,0.000635,0.000453,0.000723,0.000852,0.000685,0.000799,0.000813,0.00087,0.001363,0.001623,0.001234,0.00143,0.00122,0.001143,0.002393,0.002866,0.000949,0.00099,0.000929,0.004851,0.001007,0.003397,0.000666,0.008151,0.018113,0.000695,0.000661,0.001099,0.001056,0.003519,0.002378,0.001408,0.002394,0.000866,0.001376,0.000474,0.000991,0.000591,0.001175,0.001167,0.00147,0.000744,0.002387,0.002204,0.000477,0.00313,0.001963,0.003386,0.003912,0.002406,0.001262,0.001756,0.003329,0.001829,0.001079,0.00596,0.002886,0.01076,0.001584,0.001895,0.000817,0.001901,0.003004,0.002564,0.001182,0.003883,0.003052,0.001393,0.001126
"パルプ･紙･板紙･加工紙",0.014599,0.008041,0.013875,0.003531,0.003633,0.002001,0.002924,0.012569,0.014593,0.00795,0.00867,0.007763,0.010471,0.017041,0.025628,1.421087,0.355195,0.180416,0.004225,0.004914,0.000675,0.002313,0.004079,0.036498,0.014421,0.017134,0.000255,0.000883,0.009414,0.007562,0.00734,0.024848,0.003111,0.031061,0.015345,0.001223,0.00147,0.002028,0.002279,0.0012,0.003409,0.002481,0.004218,0.003789,0.0031,0.005578,0.006309,0.01283,0.01083,0.009772,0.004459,0.00979,0.007916,0.006887,0.004281,0.003831,0.004337,0.002948,0.003125,0.023458,0.003166,0.008762,0.00759,0.00312,0.002332,0.001628,0.002122,0.004037,0.003548,0.005255,0.007905,0.002405,0.00184,0.000793,0.002981,0.002687,0.004536,0.002976,0.006623,0.005917,0.00866,0.016572,0.003935,0.006602,0.024601,0.013381,0.012562,0.10218,0.004408,0.005237,0.014618,0.004402,0.008627,0.008868,0.005841,0.01635,0.00269,0.0351,0.004013,0.006286,0.006497,0.006583,0.004983,0.006227,0.004102,0.265543,0.004592
"紙加工品",0.037225,0.01757,0.033443,0.006493,0.004477,0.001021,0.001929,0.023411,0.031542,0.015674,0.006223,0.005004,0.006932,0.003984,0.013055,0.003766,1.014545,0.003485,0.005765,0.002856,0.0005,0.00303,0.004423,0.009645,0.022697,0.022833,0.000161,0.000723,0.00454,0.003822,0.011105,0.015179,0.004393,0.025647,0.005616,0.000705,0.000822,0.001097,0.001906,0.000722,0.00141,0.001594,0.004327,0.002095,0.002009,0.005042,0.002987,0.006555,0.003901,0.006642,0.002744,0.007205,0.004067,0.002984,0.002336,0.002165,0.002522,0.002032,0.001859,0.008694,0.002243,0.002095,0.004301,0.002176,0.001423,0.000654,0.000714,0.001566,0.002403,0.007581,0.003206,0.001028,0.0007,0.0003,0.001648,0.001524,0.002969,0.002191,0.003591,0.002778,0.003031,0.008155,0.00194,0.002064,0.002491,0.002205,0.002641,0.003219,0.001734,0.00174,0.005082,0.005139,0.004855,0.008719,0.007057,0.004676,0.001206,0.002896,0.002366,0.0021,0.005063,0.010801,0.002935,0.002248,0.003538,0.302369,0.001874
"印刷･製版･製本",0.002988,0.003876,0.003332,0.001698,0.003487,0.003402,0.003903,0.015527,0.006928,0.006078,0.003669,0.003301,0.007329,0.003591,0.007232,0.003718,0.01673,1.05426,0.003145,0.002963,0.000884,0.002258,0.001921,0.006939,0.008581,0.013681,0.000335,0.001159,0.002958,0.003652,0.004105,0.008708,0.002245,0.005011,0.002611,0.001443,0.00175,0.003571,0.002255,0.001604,0.00278,0.002893,0.005989,0.004041,0.003921,0.00739,0.009695,0.005811,0.004405,0.016042,0.005362,0.003719,0.01055,0.008094,0.00486,0.004302,0.003579,0.004277,0.005879,0.010805,0.005271,0.003598,0.004048,0.003222,0.002769,0.00325,0.00574,0.007104,0.005677,0.008937,0.021224,0.004081,0.003211,0.00163,0.004602,0.003338,0.00481,0.003224,0.00588,0.0045,0.003656,0.010245,0.009282,0.014427,0.027821,0.011959,0.022076,0.103048,0.01014,0.007325,0.024274,0.005506,0.009551,0.011461,0.003735,0.047544,0.004304,0.073437,0.004395,0.006054,0.00512,0.006567,0.005701,0.010969,0.006811,0.008998,0.006087
"化学肥料",0.049139,0.007091,0.001174,0.000424,0.000785,0.000041,0.000106,0.005482,0.002147,0.011538,0.001425,0.001192,0.000425,0.000245,0.000133,0.000373,0.000278,0.000211,1.162519,0.006472,0.000184,0.008467,0.004592,0.002238,0.001841,0.003867,0.000009,-0.002693,0.000966,0.002826,0.00065,0.000391,0.000057,0.000138,0.000381,-0.002504,-0.000938,-0.0004,-0.000489,0.000114,0.000108,-0.00013,-0.000096,-0.00002,0.000016,0.000124,0.000177,0.00011,0.00006,0.000126,0.000067,0.000421,0.000121,0.000105,0.000116,0.00011,0.000125,-0.000021,0.000051,0.000414,0.000042,0.000074,0.000061,0.0004,0.000221,0.000081,0.000108,0.000116,0.000115,0.000034,0.000025,0.000025,0.000011,0.000004,0.000028,0.000033,0.000067,0.000035,0.000039,0.000019,0.000042,0.000053,0.000013,0.000024,0.000064,0.000035,0.000039,0.000101,0.000029,0.000133,0.000163,0.000322,0.000152,0.000235,0.000339,0.000136,0.000048,0.000077,0.000151,0.00003,0.000747,0.001827,0.000135,0.000299,0.00082,0.000269,0.001182
"無機化学工業製品",0.00724,0.003435,0.003502,0.000639,0.002561,0.00066,0.001468,0.006134,0.005843,0.005235,0.000656,0.017784,0.004915,0.002389,0.003362,0.015439,0.00632,0.003842,0.087817,1.142236,0.006867,0.036183,0.025094,0.019502,0.027579,0.05026,0.000107,0.000634,0.009662,0.036323,0.003841,0.032117,0.001889,0.015853,0.005018,0.007776,0.006844,0.003452,0.003964,0.002921,0.003636,0.0061,0.002678,0.002871,0.002318,0.003364,0.010463,0.005151,0.003107,0.006906,0.003362,0.015142,0.005414,0.004407,0.003343,0.003338,0.002939,0.00453,0.002498,0.005984,0.000945,0.001841,0.00217,0.00159,0.002162,0.000348,0.000337,0.007947,0.006482,0.000323,0.000325,0.000159,0.00013,0.000056,0.000504,0.000354,0.001163,0.000348,0.000608,0.000303,0.00119,0.000843,0.000188,0.000395,0.000806,0.000501,0.000551,0.002098,0.000663,0.000382,0.005207,0.004278,0.011544,0.001147,0.000983,0.000804,0.000643,0.001354,0.003051,0.000389,0.001444,0.002197,0.003417,0.001262,0.000839,0.005539,0.001686
"石油化学系基礎製品",0.00477,0.001814,0.001908,0.001221,0.001857,0.00065,0.001804,0.003255,0.004186,0.002378,0.001359,0.015278,0.00719,0.004222,0.004815,0.00838,0.008272,0.005951,0.026878,0.015676,1.216825,0.339125,0.342128,0.079985,0.020159,0.070639,0.000294,0.001097,0.058446,0.033376,0.007263,0.007271,0.001048,0.001427,0.010194,0.000521,0.000527,0.000838,0.000409,0.000489,0.002649,0.001199,0.001102,0.001435,0.001513,0.004402,0.004997,0.003812,0.003606,0.005824,0.002017,0.007295,0.004174,0.003656,0.005218,0.004564,0.005485,0.002315,0.002009,0.008715,0.000557,0.001723,0.00217,0.001152,0.001402,0.000299,0.000652,0.002763,0.000966,0.000573,0.000503,0.000202,0.000211,0.000087,0.000314,0.000335,0.00122,0.000321,0.000653,0.000377,0.00054,0.00081,0.0002,0.000371,0.000799,0.000956,0.00062,0.002028,0.000436,0.000376,0.003851,0.003187,0.00163,0.000797,0.000658,0.001074,0.000762,0.001512,0.003164,0.000549,0.000994,0.00133,0.002246,0.00089,0.000868,0.007341,0.001113
"有機化学工業製品(石油化学系基礎製品･合成樹脂を除く。)",0.008026,0.003964,0.005097,0.002194,0.003708,0.001524,0.004309,0.007499,0.009404,0.005306,0.003511,0.046368,0.020364,0.008543,0.009607,0.023037,0.019562,0.011605,0.01083,0.027491,0.019377,1.265139,0.332949,0.24482,0.066062,0.146638,0.000379,0.003007,0.088035,0.115209,0.014129,0.017044,0.00247,0.003498,0.032154,0.001435,0.001286,0.00191,0.000947,0.001259,0.005132,0.002578,0.002295,0.003394,0.003484,0.008472,0.011603,0.007018,0.006758,0.011291,0.004409,0.012495,0.007446,0.006494,0.00975,0.009334,0.009853,0.004948,0.004024,0.015343,0.001297,0.003368,0.004281,0.002309,0.002833,0.000652,0.000722,0.004633,0.002414,0.001059,0.000943,0.000387,0.000386,0.00016,0.00066,0.000767,0.002905,0.000737,0.00133,0.000784,0.00107,0.001825,0.000448,0.000762,0.001672,0.001737,0.001279,0.004423,0.000939,0.000943,0.006429,0.009581,0.003824,0.001847,0.001511,0.002337,0.001692,0.003008,0.007659,0.001097,0.002119,0.002833,0.004848,0.001789,0.001806,0.015715,0.001953
