"Date","女:15~64歳:15~24","女:15~64歳:25~34","女:15~64歳:35~44","女:15~64歳:45~54","女:15~64歳:55~64","女:15~64歳","女:総数","男:15~64歳:15~24","男:15~64歳:25~34","男:15~64歳:35~44","男:15~64歳:45~54","男:15~64歳:55~64","男:15~64歳","男:総数"
"70年01月",1.9,1.4,0.8,,,1.2,1.1,2.1,1,0.7,0.6,1.4,1.1,1.1
"70年02月",1.7,1.1,0.6,,,1,1,2.2,1,0.9,0.6,1.6,1.2,1.2
"70年03月",1.7,1,0.6,,,0.9,0.9,1.7,1,0.8,0.8,1.4,1.1,1.1
"70年04月",1.9,1.4,0.8,,,1.1,1,1.9,1.2,0.7,1.1,1.7,1.2,1.2
"70年05月",1.5,1.5,0.7,,,1,1,1.6,1,0.7,0.9,1.8,1.1,1.1
"70年06月",1.5,1.3,0.7,,,1,1,1.7,0.9,0.7,1,2,1.1,1.1
"70年07月",1.8,1.3,0.5,,,1.1,1,2,1,0.9,0.9,2,1.3,1.2
"70年08月",1.8,1.2,1.1,,,1.1,1.1,1.9,1.2,0.8,0.7,1.7,1.3,1.3
"70年09月",2.6,1.3,0.7,,,1.2,1.2,2.3,1.2,0.9,0.3,2.5,1.4,1.3
"70年10月",2.3,1.1,0.5,,,1.2,1.1,2.2,1.1,1.1,0.8,3.1,1.5,1.5
"70年11月",2.3,1.2,1.2,,,1.3,1.3,1.9,1.1,0.9,0.9,2.4,1.3,1.3
"70年12月",1.8,1.2,0.9,,,1.2,1.1,2.6,1,0.8,0.7,1.9,1.3,1.2
"71年01月",1.6,1,0.5,,,1,1,2,1.1,0.9,0.9,1.8,1.3,1.3
"71年02月",2.2,1.6,0.6,,,1.2,1.2,1.9,1,0.9,0.9,1.7,1.2,1.2
"71年03月",2.1,1.3,0.9,,,1.2,1.2,2.1,0.9,0.9,0.8,1.8,1.2,1.2
"71年04月",2,1.2,1,,,1.2,1.2,2.4,0.8,0.9,0.9,1.6,1.3,1.3
"71年05月",1.7,1.3,1,,,1.2,1.1,2.7,0.8,0.8,0.7,1.8,1.3,1.3
"71年06月",1.8,1.6,0.7,,,1.1,1.1,2.3,0.8,1,0.7,1.9,1.3,1.3
"71年07月",2,1.7,0.5,,,1.2,1.2,2.4,1,0.7,0.6,2.1,1.3,1.3
"71年08月",2.2,1.5,0.9,,,1.2,1.2,2.7,0.9,0.9,0.7,2.3,1.4,1.3
"71年09月",1.5,1.7,0.9,,,1.1,1.1,2,0.7,0.9,0.8,2.2,1.2,1.2
"71年10月",1.9,1.9,1,,,1.3,1.3,1.9,1.1,0.9,1,2.4,1.3,1.3
"71年11月",1.7,1.5,1,,,1.3,1.2,2.2,1,1,0.9,3.3,1.4,1.4
"71年12月",1.9,1.2,1.1,,,1.2,1.2,2.4,0.8,1.2,1.1,2.9,1.5,1.5
"72年01月",1.7,2.2,0.9,,,1.3,1.2,2.2,1.2,1.2,1.1,2.6,1.6,1.6
"72年02月",1.7,1.6,0.8,,,1.2,1.2,2.5,1.3,0.9,1,2.6,1.6,1.5
"72年03月",2,1.8,0.8,,,1.4,1.3,2.7,1,0.9,0.9,3.2,1.6,1.5
"72年04月",1.9,2,0.8,,,1.4,1.4,2.3,1,1,0.6,2.7,1.4,1.4
"72年05月",2.1,1.8,0.7,,,1.4,1.3,2.5,1.3,1.1,0.9,1.8,1.4,1.4
"72年06月",2.2,1.3,0.8,,,1.3,1.3,2.5,1.3,1,1.1,1.9,1.4,1.4
"72年07月",2,1.4,1,,,1.3,1.3,2.4,1.1,1,1.2,1.8,1.5,1.5
"72年08月",2.1,1.5,0.7,,,1.2,1.2,3.1,1.1,0.8,1.3,2.1,1.5,1.5
"72年09月",2.5,1.3,0.9,,,1.4,1.3,3.6,1.3,1,1,2,1.7,1.7
"72年10月",2.5,1.4,0.7,,,1.2,1.2,3,1.3,0.9,0.9,2.2,1.5,1.5
"72年11月",2.7,1.5,0.7,,,1.3,1.3,2.6,1.3,1,0.7,1.8,1.5,1.5
"72年12月",2.6,1.7,0.8,,,1.3,1.3,2.3,1.4,1,1,1.6,1.4,1.4
"73年01月",2.7,0.9,1.1,,,1.4,1.3,2.8,1,0.9,0.9,2.1,1.4,1.4
"73年02月",2.1,1.3,1.1,,,1.2,1.2,2.3,0.9,0.8,0.9,2.6,1.3,1.3
"73年03月",2.1,1.4,0.6,,,1.1,1.1,2.4,1.3,0.7,0.8,1.9,1.4,1.3
"73年04月",2,1.4,0.9,,,1.2,1.2,2.5,1.3,1.1,0.8,2.2,1.4,1.4
"73年05月",2.4,1.2,1,,,1.3,1.2,2.3,1.3,1.2,0.9,2,1.5,1.4
"73年06月",2.1,1.7,1,,,1.3,1.2,2.5,1.2,1,1.1,2.1,1.5,1.5
"73年07月",2.1,1.3,1,,,1.3,1.2,2.3,1.2,0.8,1,2.1,1.4,1.4
"73年08月",1.9,1.6,0.9,,,1.2,1.2,2,0.9,0.8,0.9,2.1,1.2,1.2
"73年09月",2.1,1.5,1,,,1.3,1.2,2,1.2,0.8,1.1,1.6,1.2,1.3
"73年10月",1.8,1.7,0.7,,,1.2,1.1,2,1,0.8,0.6,1.2,1.1,1.1
"73年11月",1.6,1.4,0.5,,,1,1,2.6,1.1,1,1,1.4,1.3,1.3
"73年12月",1.5,1.3,0.9,,,1.1,1.1,2,1.2,1,0.8,1.6,1.2,1.2
"74年01月",1.8,1.6,0.9,,,1.2,1.2,2.2,1.1,0.8,0.7,1.6,1.3,1.3
"74年02月",1.9,1.7,0.9,,,1.3,1.2,2.5,1.4,0.8,0.9,1.9,1.4,1.4
"74年03月",2.2,1.8,1.1,,,1.4,1.3,2.4,1.4,0.9,0.8,2.1,1.4,1.4
"74年04月",2.5,1.4,0.7,,,1.2,1.2,2.3,1.4,0.8,0.8,1.7,1.3,1.3
"74年05月",2.1,1.4,0.7,,,1.1,1.1,2.3,1.3,0.7,0.8,2.3,1.4,1.4
"74年06月",2.3,1.6,0.8,,,1.3,1.2,2.2,1.3,0.6,0.7,2,1.3,1.3
"74年07月",1.9,1.9,1.2,,,1.4,1.3,2.4,1.2,1,0.8,1.7,1.3,1.3
"74年08月",2.3,1.8,0.9,,,1.5,1.5,2.5,1.5,1.1,0.8,1.8,1.5,1.5
"74年09月",2.2,1.7,0.9,,,1.3,1.3,2.4,1.5,1.1,0.8,2,1.5,1.4
"74年10月",1.8,2.2,1.6,,,1.5,1.5,2.7,1.5,1,1,2.7,1.6,1.6
"74年11月",2,2.2,1.8,,,1.6,1.5,2.5,1.2,1,0.9,2.8,1.5,1.5
"74年12月",3,2.5,1.4,,,1.8,1.8,2.7,1.6,1.1,1,2.5,1.7,1.7
"75年01月",2.8,2.4,1.3,,,1.8,1.7,2.8,1.6,1.1,1.2,2.6,1.7,1.7
"75年02月",2.5,2,1.4,,,1.7,1.7,2.8,1.7,1.5,1.2,2.4,1.8,1.8
"75年03月",2.3,2,1.4,,,1.7,1.6,2.8,1.3,1.7,1.4,2.7,1.8,1.8
"75年04月",1.9,2.6,1.5,,,1.8,1.7,3.1,1.6,1.4,1.5,2.8,1.9,1.9
"75年05月",2.2,2.3,1.7,,,1.8,1.8,3.2,1.5,1.2,1.2,3.2,1.8,1.8
"75年06月",2.4,2.3,1.2,,,1.7,1.6,3.7,1.7,1.3,0.9,3.4,2,2
"75年07月",3.1,2.4,0.9,,,1.7,1.7,2.9,1.8,1.5,1.2,3,1.9,1.9
"75年08月",2.7,2.6,1.3,,,1.8,1.7,2.5,2,1.5,1.4,3.2,2,2
"75年09月",2.3,2.5,1.3,,,1.7,1.7,3.4,1.9,1.3,1.7,3.9,2.2,2.1
"75年10月",3.2,2.3,1.3,,,1.8,1.8,3.7,1.8,1.7,1.8,3.7,2.3,2.3
"75年11月",3.5,2.4,1.5,,,1.9,1.9,3.4,1.9,1.6,1.6,3.9,2.2,2.2
"75年12月",2.1,2.4,1.4,,,1.8,1.7,4.1,1.8,1.5,1.9,4.1,2.4,2.4
"76年01月",2.3,2.4,1.3,,,1.7,1.6,3.6,2.2,1.6,1.9,3.7,2.4,2.4
"76年02月",3.2,2.6,1.2,,,1.9,1.9,3.2,1.8,1.5,1.7,3.3,2.1,2.1
"76年03月",2.7,2.3,1.4,,,1.7,1.6,3.5,2,1.4,1.6,3.9,2.2,2.2
"76年04月",3.1,2.2,1.2,,,1.7,1.7,3.8,1.9,1.6,1.6,4.2,2.3,2.3
"76年05月",2.7,2.2,1.4,,,1.8,1.7,3.8,1.9,1.6,1.7,3.7,2.3,2.3
"76年06月",2.7,2.2,1.6,,,1.8,1.8,3.2,2.1,1.6,1.7,3.9,2.2,2.2
"76年07月",2.4,2,1.4,,,1.7,1.7,3.3,2,1.4,1.5,4.5,2.2,2.2
"76年08月",2.8,2.2,1.4,,,1.8,1.7,4,2,1.5,1.3,4.2,2.1,2.2
"76年09月",2.8,2.7,1.1,,,1.8,1.7,3.7,1.8,1.6,1.4,4.2,2.1,2.1
"76年10月",2.8,2.2,1.3,,,1.6,1.6,3.9,1.9,1.7,1.8,3.1,2.2,2.2
"76年11月",2.6,2.3,1.1,,,1.6,1.6,3.9,2,1.4,1.8,3.1,2.2,2.2
"76年12月",3,2.2,1.2,,,1.7,1.6,3.5,1.9,1,1.4,3.7,1.9,1.9
"77年01月",2.7,2.5,1.3,,,1.7,1.6,3.6,1.8,1.6,1.2,4.4,2.1,2.1
"77年02月",2.8,2.2,1.6,,,1.8,1.7,4,1.9,1.4,1.3,4.2,2.2,2.2
"77年03月",3.1,2.5,1.6,,,1.9,1.8,3.5,2,1.3,1.5,3.5,2.1,2.1
"77年04月",2.7,2.5,1.3,,,1.7,1.6,3.8,1.8,1.5,1.3,3.6,2,2.1
"77年05月",3.2,3.1,1.1,,,2,1.9,4.2,1.8,1.6,1.6,3.6,2.2,2.2
"77年06月",2.8,3.1,1.6,,,2,1.9,4,1.9,1.6,1.6,3.9,2.2,2.2
"77年07月",3,3.1,1.3,,,1.9,1.8,4.5,2,1.2,1.6,4.3,2.3,2.3
"77年08月",2.9,2.4,1.9,,,1.9,1.8,4,1.7,1.3,1.7,3.8,2.1,2.1
"77年09月",3.2,2.4,1.6,,,1.9,1.9,3.9,1.8,1.4,1.6,3.3,2.1,2.1
"77年10月",2.9,2.6,1.4,,,2,1.9,3.9,1.7,1.2,1.4,3.8,2,2
"77年11月",3.4,2.7,1.5,,,2.1,2,4.2,1.7,1.4,1.4,3.6,2,2
"77年12月",2.9,3.1,1.5,,,2.1,2,4.8,2,1.5,1.5,3.8,2.3,2.2
"78年01月",3,2.8,1.7,,,2.1,2,4.4,2.1,1.4,1.6,3.9,2.3,2.2
"78年02月",3,3.2,1.7,,,2.1,2,4.4,2.1,1.6,1.8,4.2,2.4,2.4
"78年03月",3,2.6,1.6,,,2,2,4.5,1.9,1.7,1.8,3.7,2.4,2.3
"78年04月",3,2.7,1.9,,,2.1,2.1,3.8,2,1.5,1.8,4.1,2.3,2.2
"78年05月",3.1,2.9,1.7,,,2.1,2,4.2,2.2,1.5,1.7,5,2.4,2.4
"78年06月",3.8,2.9,1.5,,,2.1,2.1,4.9,2.1,1.7,1.8,4.5,2.5,2.5
"78年07月",3.2,2.8,1.7,,,2.1,2,3.9,1.8,1.9,1.8,3.9,2.3,2.3
"78年08月",3.2,3.2,1.3,,,2,2,4.1,1.9,1.8,2,4.5,2.4,2.4
"78年09月",3.8,3.1,1.7,,,2.2,2.2,4.4,2.3,1.6,1.8,4.5,2.5,2.5
"78年10月",3.5,2.9,1.8,,,2.1,2,4.1,2.2,1.7,1.8,4.5,2.4,2.4
"78年11月",2.8,2.8,1.4,,,2,1.9,4,2.2,1.7,1.6,4.7,2.4,2.4
"78年12月",3.7,2.4,1.7,,,2.1,2,3.8,2.1,1.7,1.4,4.4,2.3,2.3
"79年01月",4,2.5,1.8,,,2.2,2.1,4.2,1.7,1.5,1.8,4.1,2.2,2.2
"79年02月",3.1,2.8,1.6,,,2,1.9,3.6,1.9,1.5,1.5,3.9,2.1,2.1
"79年03月",3.3,3.4,1.2,,,2.1,2,4.3,2,1.3,1.7,4.4,2.2,2.2
"79年04月",3.3,3.2,1.5,,,2.1,2,3.8,1.8,1.5,1.8,4.5,2.2,2.2
"79年05月",3.4,2.5,1.8,,,2,2,3.3,1.8,1.2,1.4,4.2,2,2
"79年06月",3.4,2.5,1.6,,,2,1.9,3.9,2,1.1,1.4,4.2,2.1,2.1
"79年07月",3.9,3,1.7,,,2.2,2.1,4.3,2.1,1.2,1.4,4.3,2.2,2.2
"79年08月",3.6,2.9,1.7,,,2.1,2.1,4.4,2.1,1.4,1.5,4.3,2.3,2.2
"79年09月",2.9,2.7,1.7,,,2,1.9,3.7,1.9,1.4,1.5,4.4,2.1,2.1
"79年10月",3.2,2.8,1.6,,,2.1,2,3.6,2,1.1,1.1,4.6,2.1,2.1
"79年11月",3.2,2.9,2,,,2.1,2,3.8,2,1.2,1.4,4.3,2.1,2.1
"79年12月",3.4,3,1.6,,,2,1.9,3.2,1.7,1.2,1.7,4.3,2.1,2.1
"80年01月",3.2,3.1,1.4,,,1.9,1.9,3.8,1.8,1.2,1.3,3.8,2,2
"80年02月",3,2.5,1.4,,,1.8,1.8,3.7,1.8,1.1,1.2,4,2,2
"80年03月",3,2.9,1.6,,,2,1.9,3.4,1.8,1.1,1.1,4.4,2,1.9
"80年04月",3.9,3,1.5,,,2.2,2.1,4.1,1.8,1.1,1.2,3.6,1.9,1.9
"80年05月",3.1,2.7,1.5,,,2,1.9,3.7,1.8,1.3,1.4,3.2,2,2
"80年06月",2.9,2.2,1.8,,,2,1.9,3.5,1.8,1.2,1.4,3.6,1.9,1.9
"80年07月",2.9,2.5,1.9,,,2.1,2,3.9,2,1.3,1.4,3.9,2.1,2.1
"80年08月",3,2.9,1.7,,,2.2,2.1,4,1.9,1.2,1.5,4,2.1,2.1
"80年09月",3,2.9,1.7,,,2.1,2,3.8,1.8,1,1.4,3.8,2,2
"80年10月",3.5,3.1,1.6,,,2.1,2,4.2,1.9,1.3,1.7,3.6,2.1,2.1
"80年11月",3.4,3.3,1.6,,,2.1,2.1,4.4,2.1,1.3,1.8,4,2.3,2.3
"80年12月",3.3,2.8,1.6,,,2.2,2.1,4.6,1.7,1.3,1.6,4.2,2.2,2.3
"81年01月",3.3,2.7,1.5,1.4,,2.1,2,3.8,1.8,1.3,1.4,4.4,2.1,2.2
"81年02月",3.7,2.9,1.9,1.3,,2.4,2.3,4.6,1.7,1.4,1.4,4.4,2.2,2.3
"81年03月",3.7,2.9,1.8,1.3,,2.2,2.1,4.3,1.8,1.5,1.5,4.5,2.2,2.3
"81年04月",3.4,2.9,1.8,1,,2.1,2.1,4.1,2.1,1.5,1.8,4.4,2.3,2.4
"81年05月",3.9,3.4,1.8,1.3,,2.3,2.2,4.2,2.3,1.5,1.8,4.2,2.4,2.4
"81年06月",3.7,3.8,1.8,1.2,,2.4,2.3,4.1,1.8,1.4,1.9,4,2.2,2.2
"81年07月",3.6,3,1.6,1.3,,2.2,2.1,4.5,1.7,1.5,1.8,4,2.3,2.3
"81年08月",3.7,2.4,1.6,1.3,,2.1,2,3.7,1.8,1.5,1.5,4,2.1,2.1
"81年09月",3.8,2.8,1.5,1.2,,2.1,2,4.4,1.8,1.6,1.6,4.1,2.2,2.3
"81年10月",3.9,2.6,1.6,1.1,,2.2,2.1,3.9,1.9,1.6,1.8,4.2,2.3,2.3
"81年11月",4.2,2.8,1.8,1.4,,2.2,2.2,3.8,2,1.6,1.4,4,2.2,2.2
"81年12月",3.8,3,1.5,1.2,,2.2,2.1,4,2.4,1.6,1.4,3.9,2.3,2.3
"82年01月",3.7,2.9,1.6,1.3,,2.1,2.1,4,2.3,1.4,1.7,3.8,2.3,2.3
"82年02月",4.3,3,1.5,1.3,,2.2,2.1,4.5,2,1.3,1.8,3.7,2.3,2.3
"82年03月",4.7,2.7,1.8,1.5,,2.3,2.2,4.6,2.2,1.4,1.6,3.4,2.3,2.3
"82年04月",4.3,2.9,1.8,1.4,,2.4,2.3,3.9,2.2,1.3,1.5,4.4,2.3,2.3
"82年05月",4,3,2.1,1.2,,2.4,2.3,4.5,2,1.3,1.4,5.1,2.4,2.3
"82年06月",4.1,3,1.9,1.3,,2.3,2.3,4.6,2.2,1.7,1.5,5.3,2.5,2.5
"82年07月",4.5,3.2,1.9,1.1,,2.4,2.3,4.1,2.2,1.6,1.6,4.8,2.5,2.4
"82年08月",4.6,3.1,1.7,1.5,,2.4,2.3,4.5,2.1,1.3,1.8,4.3,2.4,2.4
"82年09月",4.6,3.4,2,1.6,,2.5,2.5,4.2,2.3,1.5,1.7,4.3,2.4,2.4
"82年10月",4,3.6,1.9,1.9,,2.5,2.5,4.6,2.2,1.5,1.8,4.7,2.5,2.5
"82年11月",4.6,3.3,1.9,1.5,,2.6,2.4,4.3,2,1.5,1.6,4.9,2.4,2.4
"82年12月",4.5,3.3,2.3,1.2,,2.6,2.5,4.4,2.1,1.6,1.9,4.6,2.5,2.5
"83年01月",4.9,3.5,2.2,1.7,2.3,2.8,2.7,4.3,2.5,1.7,1.9,5.1,2.7,2.7
"83年02月",4.2,3.7,2.4,1.7,2,2.8,2.6,4,2.6,1.8,2.1,5.1,2.7,2.7
"83年03月",4,3.5,2.1,1.8,1.7,2.6,2.5,4.3,2.4,1.6,2.3,5,2.7,2.7
"83年04月",4.4,3.6,2.6,1.7,1.5,2.8,2.6,5.3,2.2,1.8,2.2,4.7,2.8,2.7
"83年05月",4.5,3.7,2.2,1.9,1.4,2.7,2.6,5.4,2.1,1.7,2,4.5,2.7,2.7
"83年06月",4.5,3.4,1.9,1.6,1.8,2.6,2.5,4.6,2.2,1.8,1.9,4.3,2.6,2.6
"83年07月",4.3,3.8,1.9,2.1,2.2,2.7,2.6,4.2,2.3,1.6,1.7,4.8,2.5,2.5
"83年08月",4.1,3.9,2.6,1.8,2.2,2.9,2.8,4.5,2.6,1.8,1.9,5.5,2.8,2.8
"83年09月",4.4,3.5,2.5,2,2,2.8,2.7,4.6,2.5,1.6,2.2,5,2.7,2.7
"83年10月",4.2,3.5,2.3,1.9,2,2.7,2.6,4.7,2.3,1.5,1.9,5,2.6,2.6
"83年11月",3.9,2.9,2.4,1.9,2.4,2.7,2.6,4.8,2.2,1.6,2.1,5,2.7,2.7
"83年12月",4.5,3.6,2.5,1.9,2,2.8,2.7,4.7,2.2,1.6,1.8,4.8,2.6,2.6
"84年01月",5.1,3.6,2.6,1.9,1.6,2.9,2.8,5.8,2,1.7,1.9,5.1,2.7,2.7
"84年02月",5.1,3.7,2.5,1.8,2,3,2.8,5,2.1,1.8,1.9,5,2.7,2.7
"84年03月",4.8,3.9,2.3,1.8,2.2,2.9,2.8,4.8,2.1,1.8,1.7,5.1,2.6,2.6
"84年04月",4.6,3.5,2.1,2.1,1.8,2.7,2.6,4.8,2.3,1.6,1.7,5.3,2.7,2.7
"84年05月",4.7,3.5,2.2,1.9,1.8,2.8,2.7,4.3,2.5,1.7,1.9,5.4,2.7,2.7
"84年06月",5.2,3.9,2.4,2.1,1.8,3,2.9,4.9,2.5,1.6,1.7,5.3,2.7,2.7
"84年07月",5.3,3.7,2.7,1.9,1.8,3,2.9,5.1,2.4,1.6,1.9,5.1,2.7,2.7
"84年08月",4.7,3.7,2.8,1.7,1.5,2.9,2.8,5.3,2.3,1.7,1.9,5.2,2.7,2.7
"84年09月",4.6,3.3,2.4,1.6,2,2.7,2.6,5.2,2.3,1.9,1.6,5.4,2.8,2.8
"84年10月",5.2,3.5,2.5,2,2.3,3,2.9,4.6,2.4,2,1.7,5.2,2.7,2.7
"84年11月",4.9,4.2,2.1,2.1,2,2.9,2.8,4.8,2.2,1.7,1.8,4.8,2.6,2.6
"84年12月",4.4,3.3,2.2,2.1,2,2.7,2.6,4.9,2.2,1.6,1.8,4.8,2.6,2.6
"85年01月",3.8,3.4,2.2,2,1.9,2.6,2.5,4.5,2,1.7,1.7,4.4,2.5,2.5
"85年02月",4.6,3.5,1.9,1.9,2,2.7,2.6,4.8,2.4,1.7,1.6,4.9,2.6,2.6
"85年03月",4.5,3.6,1.9,1.8,2.1,2.7,2.6,4.8,2.4,1.7,1.6,5.1,2.7,2.7
"85年04月",4.4,3.4,1.9,1.8,1.8,2.6,2.5,4.1,2.1,1.7,1.6,4.9,2.5,2.5
"85年05月",4.8,3.3,2.2,2,1.7,2.8,2.7,4.3,1.9,1.7,1.7,5,2.5,2.5
"85年06月",4.4,4,2.4,2,1.8,2.8,2.7,4.6,2.1,1.6,1.7,5.1,2.6,2.5
"85年07月",4.6,4.2,2.3,1.8,1.7,2.8,2.7,4.4,2.1,1.6,1.7,4.7,2.5,2.5
"85年08月",5.4,3.8,1.8,1.8,1.7,2.7,2.7,4.7,2.2,1.5,1.6,4.3,2.5,2.5
"85年09月",5.3,3.9,2.2,1.8,1.9,2.9,2.7,5.1,2.4,1.6,1.7,4.9,2.7,2.6
"85年10月",5.5,3.8,2.2,1.5,1.9,2.9,2.8,5.4,2.5,1.7,1.7,4.8,2.7,2.7
"85年11月",5.2,3.8,2.4,1.9,2,3,2.8,5.2,2.8,1.6,1.7,5.3,2.8,2.8
"85年12月",5.5,4,2.1,1.8,2,2.9,2.8,4.9,2.5,1.8,1.7,5.6,2.8,2.8
"86年01月",5,4.1,2.1,1.7,1.9,2.9,2.7,4.2,2.3,1.8,1.7,5.2,2.7,2.7
"86年02月",4.5,3.7,2.4,1.7,1.7,2.7,2.6,4.5,2.2,1.7,1.6,5.1,2.6,2.6
"86年03月",4.7,3.8,2.6,1.8,2.1,2.9,2.8,5.1,2.4,1.8,1.6,5.1,2.7,2.7
"86年04月",5.4,4.2,2.3,1.9,2.2,3.1,3,5.6,2.5,1.9,1.7,5,2.8,2.8
"86年05月",5.1,3.9,2,1.9,2.1,2.8,2.7,5.3,2.2,1.8,1.7,4.8,2.7,2.6
"86年06月",5.1,3.8,2.3,1.9,2.1,2.9,2.8,5.3,2.2,1.8,1.8,5.2,2.8,2.7
"86年07月",4.7,3.7,2.4,2,2.6,3,2.9,6.2,2.2,2,2,5.3,3,2.9
"86年08月",5.4,4.2,2.5,1.9,2.3,3.1,3,5.3,2.1,1.9,1.8,5.1,2.8,2.7
"86年09月",5.3,4.2,2.2,2,2.2,3.1,2.9,5.4,2.1,1.8,1.8,5.4,2.8,2.7
"86年10月",4.5,3.9,2.2,1.9,1.8,2.8,2.7,5.6,2,1.9,1.7,5.6,2.8,2.8
"86年11月",5.5,3.6,2.2,1.8,2.2,2.9,2.8,5.6,2.2,2,1.8,5.2,2.8,2.8
"86年12月",5.3,4,2.6,1.9,2.2,3.1,3,5.5,2.5,1.9,1.8,5.3,2.9,2.9
"87年01月",6,4.2,2.3,2,2.1,3.1,3,6,2.5,1.9,1.9,5.3,3,2.9
"87年02月",5.8,4,2.3,2.2,2.3,3.2,3,5.7,2.3,1.9,1.9,5.6,2.9,2.9
"87年03月",5.1,3.9,2.6,2,2.1,3,2.9,5.4,2.2,1.9,1.8,5.8,2.9,2.9
"87年04月",4.6,4.3,2.9,2.1,2.2,3.1,3,5.5,2.3,2,2.1,5.5,3,2.9
"87年05月",5.1,4.6,2.6,1.9,2.6,3.2,3.1,6,2.7,2,2.2,5.5,3.2,3.1
"87年06月",5.3,3.9,2.4,2,2.4,3,2.9,5.5,2.6,1.9,2.1,5.5,3.1,3
"87年07月",5.7,3.5,2.1,1.8,1.8,2.8,2.7,5,2.2,1.9,1.8,5.5,2.8,2.8
"87年08月",4.7,3.4,1.9,1.8,2.2,2.7,2.5,5.4,2.3,1.9,1.8,5.8,3,2.9
"87年09月",4.7,3.7,2.2,1.9,2.1,2.8,2.7,5.2,2.1,1.8,1.9,5.7,2.9,2.8
"87年10月",5,3.9,2.3,1.7,2.2,2.9,2.7,5.4,2,1.8,1.9,4.9,2.8,2.7
"87年11月",4.4,4.1,2.1,1.6,1.9,2.7,2.6,5.2,2.3,1.8,1.9,4.7,2.8,2.7
"87年12月",4.4,3.8,2.2,1.7,1.9,2.7,2.6,5.6,2.4,1.6,2,4.6,2.8,2.7
"88年01月",4.4,3.7,2.4,1.7,2.2,2.7,2.6,5.9,2.3,1.6,1.8,5,2.8,2.7
"88年02月",4.6,3.6,2.4,1.8,1.9,2.8,2.7,5.4,2.3,1.8,2,4.6,2.8,2.7
"88年03月",5.5,3.6,2.1,1.8,1.8,2.8,2.7,5,2.4,1.7,1.9,4.3,2.7,2.6
"88年04月",5.6,3.3,2.1,1.7,1.8,2.7,2.6,5.1,2,1.4,1.6,4.6,2.5,2.5
"88年05月",4.8,3.5,2.3,1.5,1.9,2.6,2.5,5.2,2.1,1.4,1.5,4.3,2.5,2.4
"88年06月",4.6,3.5,1.9,1.6,2,2.6,2.5,5.2,2,1.5,1.5,4.2,2.5,2.4
"88年07月",4.1,3.8,2,1.7,2.1,2.6,2.5,5.3,2.2,1.7,1.6,4.7,2.6,2.6
"88年08月",4.3,4.1,2.2,1.7,2.4,2.8,2.7,5,2.2,1.4,1.6,4.8,2.5,2.5
"88年09月",4.6,3.6,2.3,1.7,2.1,2.8,2.6,4.9,2.1,1.4,1.3,4.1,2.4,2.3
"88年10月",4.3,3.9,2.2,1.8,1.7,2.7,2.6,4.6,2,1.3,1.5,4.1,2.4,2.3
"88年11月",4.4,3.7,2.4,1.5,1.9,2.7,2.5,4.8,1.7,1.5,1.3,4.4,2.4,2.3
"88年12月",4.3,3.6,2.2,1.7,2.6,2.7,2.5,4.8,1.7,1.4,1.1,4.6,2.3,2.3
"89年01月",4.3,3.4,2,1.5,1.9,2.5,2.4,4.5,1.7,1.4,1.4,4.3,2.3,2.2
"89年02月",4.4,3.8,2,1.6,1.9,2.6,2.5,4.8,1.8,1.2,1.5,4.3,2.3,2.2
"89年03月",4.7,3.7,2.1,1.7,2.1,2.7,2.6,5,1.8,1.3,1.3,4,2.3,2.2
"89年04月",4.3,3.5,1.8,1.3,1.9,2.4,2.4,5.3,2.1,1.6,1.2,4,2.4,2.4
"89年05月",4.2,3.1,2,1.5,1.8,2.4,2.3,4.7,1.9,1.6,1.3,4.5,2.4,2.4
"89年06月",3.8,3.2,1.7,1.4,2,2.3,2.2,4.6,1.7,1.5,1.3,3.9,2.3,2.2
"89年07月",3.9,3.3,1.7,1.4,2,2.4,2.3,4.9,2.1,1.3,1.1,3.7,2.2,2.2
"89年08月",4.2,3.2,2,1.5,1.5,2.4,2.3,4.8,2,1.4,1.3,3.7,2.3,2.2
"89年09月",4.5,3.3,1.8,1.3,1.3,2.3,2.2,4.5,1.8,1.5,1.4,3.6,2.2,2.2
"89年10月",4.5,3.4,1.8,1.5,1.6,2.4,2.3,4.5,1.8,1.4,1.3,3.7,2.2,2.1
"89年11月",3.9,3.6,1.8,1.4,1.4,2.4,2.3,4.9,1.9,1.3,1.4,3.9,2.3,2.2
"89年12月",4.4,3.6,1.7,1.5,1.2,2.3,2.2,4.5,1.8,1.2,1.2,3.5,2.1,2.1
